"","price","abtest","vehicleType","yearOfRegistration","gearbox","powerPS","kilometer","fuelType","notRepairedDamage"
"16248",13000,"test","suv",2009,"automatik",224,125000,"diesel","nein"
"16249",3350,"test","kleinwagen",2002,"manuell",116,150000,"benzin","nein"
"16250",5500,"test","kombi",2005,"manuell",131,150000,"diesel","nein"
"16251",1350,"test","bus",2003,"manuell",128,150000,"diesel","nein"
"16252",2700,"control","limousine",2003,"manuell",101,150000,"diesel","nein"
"16253",14990,"control","coupe",2008,"manuell",226,70000,"benzin","nein"
"16254",9700,"control","coupe",2005,"automatik",224,150000,"diesel","nein"
"16255",6800,"control","kleinwagen",2014,"manuell",75,20000,"benzin","nein"
"16256",9500,"control","limousine",2012,"manuell",105,90000,"benzin","nein"
"16257",8399,"test","coupe",2004,"automatik",163,70000,"benzin","nein"
"16258",4400,"control","limousine",2003,"manuell",101,150000,"diesel","nein"
"16259",2200,"test","kleinwagen",2005,"manuell",68,150000,"diesel","nein"
"16260",4950,"control","kombi",2008,"manuell",109,125000,"diesel","nein"
"16261",10390,"control","kombi",2009,"automatik",136,150000,"diesel","nein"
"16262",1740,"test","kleinwagen",2006,"manuell",60,150000,"benzin","nein"
"16263",4550,"test","limousine",2001,"manuell",140,150000,"benzin","nein"
"16264",28900,"control","suv",2012,"automatik",200,70000,"diesel","nein"
"16265",3290,"test","kombi",2002,"manuell",102,150000,"diesel","nein"
"16266",2800,"test","limousine",2003,"manuell",75,150000,"benzin","nein"
"16267",27900,"test","cabrio",2011,"automatik",306,80000,"benzin","nein"
"16268",2999,"test","limousine",2002,"manuell",116,125000,"benzin","nein"
"16269",5250,"test","cabrio",2002,"automatik",220,150000,"benzin","nein"
"16270",10299,"control","kleinwagen",2010,"manuell",90,125000,"diesel","nein"
"16271",49900,"control","kombi",2015,"automatik",204,20000,"diesel","nein"
"16272",1250,"test","kleinwagen",2002,"manuell",50,150000,"benzin","ja"
"16273",20900,"test","coupe",2007,"automatik",387,150000,"benzin","nein"
"16274",2200,"test","limousine",2004,"manuell",75,150000,"benzin","nein"
"16275",12200,"test","cabrio",2012,"manuell",131,80000,"benzin","nein"
"16276",3200,"test","suv",2002,"manuell",80,30000,"benzin","nein"
"16277",3995,"control","kleinwagen",2007,"manuell",75,80000,"benzin","nein"
"16278",8670,"test","kombi",2008,"manuell",136,150000,"diesel","nein"
"16279",4000,"control","coupe",2000,"manuell",170,150000,"benzin","nein"
"16280",4650,"test","kombi",2003,"automatik",150,150000,"diesel","nein"
"16281",2550,"control","kleinwagen",2005,"manuell",63,60000,"benzin","nein"
"16282",6999,"control","cabrio",2010,"automatik",71,30000,"benzin","nein"
"16283",2500,"test","kombi",2004,"manuell",106,100000,"benzin","nein"
"16284",3499,"control","bus",2002,"manuell",116,150000,"diesel","nein"
"16285",8999,"test","coupe",2009,"manuell",101,50000,"benzin","nein"
"16286",1250,"test","limousine",2002,"automatik",170,150000,"benzin","nein"
"16287",6900,"control","kleinwagen",2008,"manuell",80,90000,"benzin","nein"
"16288",1050,"control","limousine",2001,"automatik",160,150000,"benzin","nein"
"16289",2649,"test","limousine",2003,"manuell",131,125000,"benzin","nein"
"16290",15290,"test","bus",2010,"manuell",116,70000,"benzin","nein"
"16291",6480,"control","bus",2008,"manuell",102,150000,"diesel","nein"
"16292",7750,"test","limousine",2004,"automatik",224,150000,"diesel","nein"
"16293",6999,"test","bus",2002,"manuell",88,150000,"diesel","nein"
"16294",8925,"test","kombi",2007,"manuell",105,150000,"diesel","nein"
"16295",2490,"test","kleinwagen",2009,"manuell",54,150000,"benzin","nein"
"16296",5990,"control","coupe",2006,"automatik",143,150000,"benzin","nein"
"16297",18990,"control","limousine",2013,"manuell",131,60000,"diesel","nein"
"16298",2700,"test","limousine",2002,"manuell",101,150000,"diesel","nein"
"16299",3999,"test","kombi",2006,"manuell",80,125000,"benzin","nein"
"16300",8100,"test","limousine",2007,"manuell",143,150000,"diesel","nein"
"16301",4200,"test","kleinwagen",2008,"manuell",69,150000,"diesel","nein"
"16302",15999,"test","coupe",2008,"automatik",224,125000,"diesel","nein"
"16303",2250,"control","limousine",2002,"manuell",147,150000,"lpg","nein"
"16304",39990,"control","limousine",2011,"automatik",245,50000,"diesel","nein"
"16305",5300,"test","cabrio",2010,"automatik",71,80000,"benzin","nein"
"16306",5900,"control","limousine",2005,"manuell",116,60000,"benzin","nein"
"16307",3999,"test","limousine",2008,"automatik",140,150000,"diesel","nein"
"16308",3850,"test","limousine",2004,"manuell",102,60000,"benzin","nein"
"16309",5190,"test","kombi",2007,"automatik",150,150000,"diesel","nein"
"16310",3190,"control","kleinwagen",2006,"manuell",94,150000,"benzin","nein"
"16311",2700,"test","limousine",2000,"manuell",116,150000,"benzin","nein"
"16312",3350,"test","kleinwagen",2005,"manuell",95,150000,"diesel","nein"
"16313",4755,"control","kombi",2003,"automatik",163,150000,"diesel","nein"
"16314",10999,"test","limousine",2005,"automatik",258,90000,"benzin","nein"
"16315",14200,"control","bus",2012,"automatik",140,150000,"diesel","nein"
"16316",2400,"test","limousine",2000,"manuell",116,150000,"diesel","nein"
"16317",1450,"control","limousine",2000,"manuell",75,150000,"benzin","nein"
"16318",9100,"test","limousine",2008,"automatik",190,150000,"diesel","nein"
"16319",11999,"control","kombi",2010,"manuell",163,90000,"diesel","nein"
"16320",1150,"control","kleinwagen",2001,"manuell",58,150000,"benzin","nein"
"16321",8490,"test","limousine",2005,"automatik",177,150000,"diesel","nein"
"16322",3290,"test","cabrio",2004,"manuell",109,150000,"benzin","nein"
"16323",3000,"test","bus",2007,"manuell",131,150000,"diesel","nein"
"16324",19590,"test","kombi",2011,"automatik",143,100000,"diesel","nein"
"16325",1100,"test","kleinwagen",2002,"manuell",58,150000,"benzin","nein"
"16326",2600,"control","cabrio",2004,"manuell",95,150000,"benzin","nein"
"16327",26599,"control","limousine",2015,"manuell",150,20000,"diesel","nein"
"16328",4999,"control","kleinwagen",2004,"manuell",75,125000,"benzin","nein"
"16329",2999,"control","kleinwagen",2008,"manuell",60,125000,"benzin","nein"
"16330",9000,"control","bus",2011,"manuell",102,125000,"diesel","nein"
"16331",9700,"test","kombi",2007,"manuell",125,100000,"benzin","nein"
"16332",3350,"test","limousine",2005,"manuell",105,125000,"benzin","nein"
"16333",8950,"control","kombi",2005,"automatik",224,150000,"diesel","nein"
"16334",2900,"test","kleinwagen",2004,"manuell",75,125000,"benzin","ja"
"16335",12000,"control","bus",2009,"automatik",150,125000,"benzin","nein"
"16336",17999,"control","limousine",2009,"automatik",177,100000,"diesel","nein"
"16337",3000,"control","kleinwagen",2009,"manuell",65,100000,"benzin","nein"
"16338",12900,"test","kombi",2007,"automatik",235,150000,"diesel","nein"
"16339",10300,"control","limousine",2010,"manuell",105,70000,"benzin","nein"
"16340",1590,"control","bus",2001,"manuell",109,150000,"benzin","nein"
"16341",21999,"test","kombi",2013,"manuell",177,150000,"diesel","nein"
"16342",7800,"control","kleinwagen",2012,"manuell",70,20000,"benzin","nein"
"16343",10700,"test","kombi",2010,"manuell",120,70000,"benzin","nein"
"16344",11990,"control","kombi",2012,"automatik",163,100000,"diesel","nein"
"16345",2499,"test","limousine",2001,"automatik",82,80000,"benzin","nein"
"16346",9300,"test","limousine",2006,"automatik",177,150000,"diesel","nein"
"16347",4000,"control","suv",2005,"automatik",163,150000,"diesel","ja"
"16348",6950,"test","suv",2008,"manuell",140,150000,"diesel","ja"
"16349",4750,"control","limousine",2004,"manuell",75,100000,"benzin","nein"
"16350",1249,"test","kleinwagen",2002,"manuell",75,150000,"benzin","nein"
"16351",4300,"test","kleinwagen",2009,"manuell",60,70000,"benzin","nein"
"16352",5300,"control","kleinwagen",2006,"manuell",64,70000,"benzin","nein"
"16353",16999,"control","cabrio",2009,"manuell",200,100000,"benzin","nein"
"16354",58900,"test","coupe",2012,"automatik",551,50000,"benzin","nein"
"16355",4950,"test","bus",2004,"manuell",140,150000,"diesel","nein"
"16356",4300,"control","limousine",2002,"automatik",192,150000,"benzin","nein"
"16357",1200,"test","kleinwagen",2002,"manuell",58,125000,"benzin","nein"
"16358",11799,"control","kombi",2005,"automatik",224,150000,"diesel","nein"
"16359",1000,"test","kleinwagen",2000,"manuell",58,150000,"benzin","nein"
"16360",9000,"test","limousine",2004,"automatik",177,150000,"lpg","nein"
"16361",5650,"test","limousine",2008,"manuell",105,150000,"diesel","nein"
"16362",3300,"control","kleinwagen",2004,"manuell",131,150000,"diesel","nein"
"16363",900,"control","kleinwagen",2000,"manuell",58,150000,"benzin","nein"
"16364",10989,"control","limousine",2011,"manuell",105,60000,"diesel","nein"
"16365",4250,"test","kleinwagen",2009,"manuell",84,80000,"benzin","nein"
"16366",7999,"control","limousine",2005,"automatik",150,150000,"diesel","nein"
"16367",1750,"control","kleinwagen",2003,"manuell",58,150000,"benzin","nein"
"16368",4990,"test","limousine",2005,"automatik",122,150000,"diesel","nein"
"16369",4000,"test","bus",2002,"manuell",102,150000,"diesel","nein"
"16370",1300,"control","kleinwagen",2003,"manuell",82,150000,"diesel","nein"
"16371",10995,"control","kombi",2007,"manuell",197,150000,"diesel","nein"
"16372",5450,"control","kombi",2008,"automatik",179,150000,"diesel","nein"
"16373",2800,"test","bus",2004,"manuell",150,150000,"diesel","nein"
"16374",2999,"control","kombi",2006,"manuell",116,150000,"cng","nein"
"16375",2000,"test","limousine",2002,"manuell",98,150000,"benzin","nein"
"16376",1690,"test","kleinwagen",2009,"manuell",58,150000,"benzin","nein"
"16377",5000,"test","limousine",2007,"manuell",150,150000,"diesel","nein"
"16378",3700,"test","limousine",2004,"manuell",90,125000,"benzin","nein"
"16379",9500,"control","kombi",2006,"automatik",200,125000,"benzin","nein"
"16380",5000,"control","kombi",2004,"automatik",163,150000,"benzin","nein"
"16381",13450,"control","cabrio",2006,"automatik",163,80000,"benzin","nein"
"16382",7850,"control","kombi",2008,"manuell",136,150000,"diesel","nein"
"16383",3200,"control","kleinwagen",2006,"manuell",88,100000,"benzin","nein"
"16384",999,"control","bus",2003,"automatik",113,150000,"benzin","ja"
"16385",7200,"control","bus",2007,"manuell",131,150000,"diesel","nein"
"16386",4500,"test","limousine",2003,"manuell",143,150000,"benzin","nein"
"16387",4500,"test","kombi",2005,"manuell",131,150000,"diesel","nein"
"16388",7150,"test","kombi",2012,"manuell",150,150000,"diesel","nein"
"16389",10499,"test","limousine",2006,"automatik",232,150000,"diesel","nein"
"16390",11999,"control","kombi",2010,"manuell",122,70000,"benzin","nein"
"16391",6999,"control","limousine",2005,"manuell",105,150000,"diesel","nein"
"16392",6100,"test","limousine",2009,"manuell",80,150000,"benzin","nein"
"16393",17500,"test","kombi",2015,"manuell",110,20000,"benzin","nein"
"16394",5999,"test","kombi",2006,"manuell",163,150000,"diesel","nein"
"16395",2400,"control","limousine",2002,"manuell",125,150000,"benzin","nein"
"16396",1100,"test","limousine",2002,"automatik",95,150000,"diesel","nein"
"16397",1750,"control","kombi",2000,"manuell",116,150000,"benzin","nein"
"16398",10000,"control","limousine",2009,"manuell",170,150000,"benzin","nein"
"16399",19900,"test","bus",2013,"manuell",163,80000,"diesel","nein"
"16400",11900,"control","coupe",2008,"manuell",190,90000,"benzin","nein"
"16401",6200,"control","kombi",2007,"manuell",122,150000,"diesel","nein"
"16402",1450,"control","kleinwagen",2003,"manuell",105,150000,"benzin","ja"
"16403",8000,"test","limousine",2005,"manuell",163,150000,"diesel","nein"
"16404",10500,"control","kombi",2008,"manuell",143,150000,"diesel","nein"
"16405",3890,"test","bus",2008,"manuell",120,150000,"diesel","nein"
"16406",5500,"test","bus",2007,"manuell",101,150000,"diesel","nein"
"16407",4998,"test","limousine",2003,"automatik",250,150000,"benzin","nein"
"16408",2400,"test","kleinwagen",2003,"manuell",64,125000,"benzin","nein"
"16409",4900,"test","limousine",2006,"manuell",105,90000,"benzin","nein"
"16410",15000,"test","cabrio",2009,"automatik",179,100000,"diesel","nein"
"16411",2300,"control","kombi",2001,"manuell",131,150000,"diesel","nein"
"16412",3850,"test","kleinwagen",2001,"manuell",90,125000,"diesel","nein"
"16413",6900,"control","kombi",2008,"manuell",105,80000,"diesel","nein"
"16414",22700,"test","kombi",2014,"automatik",150,30000,"diesel","nein"
"16415",2300,"test","limousine",2000,"manuell",75,125000,"benzin","nein"
"16416",11199,"control","bus",2011,"manuell",105,70000,"diesel","nein"
"16417",2000,"control","kombi",2002,"automatik",155,125000,"diesel","nein"
"16418",8100,"control","kleinwagen",2013,"manuell",75,60000,"diesel","nein"
"16419",10200,"control","limousine",2006,"manuell",129,80000,"benzin","nein"
"16420",6800,"test","suv",2008,"manuell",140,150000,"diesel","ja"
"16421",10990,"control","kombi",2006,"manuell",140,150000,"diesel","nein"
"16422",3990,"test","limousine",2001,"manuell",131,125000,"benzin","nein"
"16423",26500,"test","limousine",2014,"automatik",230,40000,"benzin","nein"
"16424",24999,"control","cabrio",2014,"automatik",211,30000,"benzin","nein"
"16425",8500,"test","kombi",2007,"automatik",140,150000,"diesel","nein"
"16426",3990,"control","coupe",2007,"manuell",109,150000,"diesel","nein"
"16427",11900,"test","limousine",2007,"automatik",184,150000,"benzin","nein"
"16428",4999,"control","kleinwagen",2008,"manuell",58,70000,"benzin","nein"
"16429",1800,"test","bus",2003,"manuell",125,150000,"benzin","nein"
"16430",18000,"control","kombi",2009,"automatik",239,150000,"diesel","nein"
"16431",7250,"control","limousine",2009,"manuell",122,150000,"benzin","nein"
"16432",2950,"test","limousine",2005,"manuell",90,150000,"diesel","nein"
"16433",1500,"control","kleinwagen",2002,"manuell",60,150000,"benzin","nein"
"16434",12500,"test","cabrio",2006,"manuell",150,125000,"diesel","nein"
"16435",3200,"test","kombi",2004,"manuell",155,150000,"benzin","nein"
"16436",7800,"control","limousine",2003,"automatik",163,150000,"benzin","nein"
"16437",2200,"control","kleinwagen",2003,"manuell",63,125000,"benzin","nein"
"16438",14900,"control","suv",2011,"manuell",163,125000,"diesel","nein"
"16439",10700,"control","bus",2012,"manuell",90,40000,"diesel","nein"
"16440",8500,"test","bus",2011,"manuell",86,80000,"diesel","nein"
"16441",3790,"test","kombi",2003,"automatik",143,150000,"benzin","nein"
"16442",18250,"control","kombi",2009,"manuell",265,125000,"benzin","nein"
"16443",11800,"control","bus",2009,"manuell",163,125000,"diesel","nein"
"16444",6350,"control","kleinwagen",2013,"manuell",69,30000,"benzin","nein"
"16445",12950,"test","bus",2012,"manuell",140,60000,"benzin","nein"
"16446",9149,"test","limousine",2013,"manuell",65,30000,"benzin","nein"
"16447",2700,"test","kombi",2003,"manuell",125,150000,"benzin","nein"
"16448",1900,"control","kombi",2003,"manuell",120,150000,"benzin","nein"
"16449",1600,"control","kleinwagen",2002,"manuell",75,150000,"lpg","nein"
"16450",1480,"test","kleinwagen",2000,"manuell",84,70000,"benzin","nein"
"16451",16799,"test","cabrio",2012,"manuell",105,30000,"benzin","nein"
"16452",4150,"test","kombi",2009,"manuell",115,150000,"diesel","nein"
"16453",13500,"test","kombi",2007,"automatik",232,150000,"diesel","nein"
"16454",2899,"test","bus",2000,"manuell",101,150000,"benzin","nein"
"16455",2222,"test","limousine",2001,"manuell",75,150000,"benzin","nein"
"16456",28500,"control","limousine",2010,"automatik",245,125000,"diesel","nein"
"16457",7900,"test","cabrio",2009,"manuell",109,100000,"diesel","nein"
"16458",3850,"control","limousine",2003,"manuell",140,150000,"diesel","ja"
"16459",6500,"test","bus",2006,"manuell",150,125000,"benzin","ja"
"16460",2400,"control","kleinwagen",2002,"manuell",60,150000,"benzin","nein"
"16461",12150,"test","bus",2010,"manuell",85,125000,"diesel","nein"
"16462",7750,"control","cabrio",2007,"manuell",116,50000,"benzin","nein"
"16463",1495,"control","kleinwagen",2002,"manuell",60,70000,"benzin","nein"
"16464",14500,"control","limousine",2007,"manuell",150,125000,"diesel","nein"
"16465",7999,"control","limousine",2003,"automatik",333,150000,"lpg","nein"
"16466",4567,"test","kombi",2001,"automatik",231,150000,"lpg","nein"
"16467",20900,"control","kombi",2013,"manuell",163,30000,"diesel","nein"
"16468",3500,"test","limousine",2002,"manuell",129,125000,"benzin","nein"
"16469",9800,"test","kleinwagen",2012,"manuell",99,10000,"benzin","nein"
"16470",11900,"control","kombi",2011,"manuell",125,125000,"diesel","nein"
"16471",31800,"test","suv",2011,"automatik",239,125000,"diesel","nein"
"16472",2300,"test","limousine",2004,"manuell",116,150000,"benzin","nein"
"16473",2290,"control","limousine",2003,"manuell",84,150000,"benzin","nein"
"16474",68900,"test","suv",2014,"automatik",258,30000,"diesel","nein"
"16475",13333,"control","kombi",2008,"manuell",190,150000,"diesel","nein"
"16476",4990,"control","kombi",2006,"manuell",75,125000,"benzin","nein"
"16477",13800,"control","kombi",2013,"manuell",102,50000,"diesel","nein"
"16478",9400,"control","limousine",2009,"manuell",110,150000,"diesel","nein"
"16479",3699,"control","kombi",2005,"manuell",116,150000,"benzin","nein"
"16480",5555,"test","bus",2006,"manuell",125,125000,"benzin","nein"
"16481",10500,"control","limousine",2015,"manuell",101,20000,"benzin","nein"
"16482",6880,"control","kleinwagen",2013,"manuell",75,20000,"benzin","nein"
"16483",3800,"control","kombi",2001,"manuell",136,150000,"diesel","nein"
"16484",2350,"control","kleinwagen",2003,"manuell",75,70000,"benzin","nein"
"16485",7500,"test","limousine",2001,"automatik",286,150000,"benzin","nein"
"16486",27900,"control","coupe",2010,"automatik",204,125000,"diesel","nein"
"16487",750,"control","kombi",2002,"manuell",121,150000,"diesel","ja"
"16488",3199,"test","limousine",2000,"manuell",150,150000,"benzin","nein"
"16489",8400,"control","kombi",2009,"manuell",122,125000,"benzin","nein"
"16490",1299,"control","bus",2003,"manuell",121,150000,"lpg","nein"
"16491",12999,"test","suv",2010,"manuell",135,80000,"benzin","nein"
"16492",21800,"test","suv",2011,"automatik",140,50000,"diesel","nein"
"16493",3290,"test","limousine",2002,"automatik",102,150000,"benzin","nein"
"16494",2100,"test","kombi",2001,"manuell",107,100000,"benzin","nein"
"16495",28500,"test","cabrio",2010,"automatik",204,40000,"benzin","nein"
"16496",1150,"test","limousine",2001,"manuell",75,150000,"benzin","nein"
"16497",5990,"test","bus",2006,"manuell",170,150000,"diesel","nein"
"16498",21900,"control","cabrio",2011,"manuell",160,30000,"benzin","nein"
"16499",8000,"test","kleinwagen",2011,"manuell",60,60000,"benzin","nein"
"16500",2599,"test","kleinwagen",2004,"manuell",60,80000,"benzin","nein"
"16501",23499,"control","coupe",2010,"automatik",204,70000,"diesel","nein"
"16502",6400,"test","kleinwagen",2011,"manuell",86,125000,"diesel","nein"
"16503",3999,"control","coupe",2001,"manuell",102,150000,"benzin","nein"
"16504",1999,"control","kleinwagen",2003,"manuell",75,150000,"benzin","nein"
"16505",3500,"test","bus",2005,"manuell",115,150000,"diesel","nein"
"16506",23500,"test","kombi",2010,"automatik",231,150000,"diesel","nein"
"16507",18500,"control","kombi",2011,"automatik",184,125000,"diesel","nein"
"16508",5900,"test","cabrio",2002,"manuell",118,80000,"benzin","nein"
"16509",5500,"test","kleinwagen",2008,"manuell",105,150000,"benzin","nein"
"16510",6800,"control","kombi",2007,"automatik",140,150000,"diesel","nein"
"16511",8595,"test","kombi",2007,"automatik",140,125000,"benzin","nein"
"16512",9990,"test","cabrio",2005,"manuell",170,100000,"benzin","nein"
"16513",34500,"test","bus",2011,"automatik",179,100000,"diesel","nein"
"16514",10100,"control","limousine",2009,"manuell",143,40000,"benzin","nein"
"16515",1450,"control","kombi",2002,"manuell",116,150000,"diesel","nein"
"16516",25500,"test","kleinwagen",2014,"manuell",231,30000,"benzin","nein"
"16517",1500,"control","limousine",2000,"manuell",180,150000,"diesel","ja"
"16518",2100,"control","kleinwagen",2002,"manuell",60,150000,"benzin","nein"
"16519",4666,"test","kombi",2005,"manuell",140,150000,"diesel","nein"
"16520",54500,"control","suv",2008,"automatik",500,125000,"benzin","nein"
"16521",2300,"test","limousine",2001,"automatik",143,150000,"diesel","nein"
"16522",3390,"control","kombi",2003,"automatik",163,150000,"diesel","nein"
"16523",16200,"control","kombi",2011,"manuell",160,70000,"benzin","nein"
"16524",1250,"control","kombi",2002,"automatik",136,150000,"diesel","nein"
"16525",3990,"control","kleinwagen",2009,"manuell",80,150000,"benzin","nein"
"16526",15400,"control","kleinwagen",2014,"manuell",140,30000,"benzin","nein"
"16527",12500,"control","kombi",2013,"manuell",131,90000,"diesel","nein"
"16528",925,"control","kleinwagen",2000,"manuell",50,150000,"benzin","nein"
"16529",8900,"control","coupe",2001,"manuell",343,150000,"benzin","ja"
"16530",6999,"control","limousine",2009,"manuell",80,70000,"benzin","nein"
"16531",9999,"test","kombi",2007,"manuell",140,150000,"diesel","nein"
"16532",1950,"test","kleinwagen",2005,"manuell",65,150000,"benzin","nein"
"16533",2990,"control","limousine",2001,"automatik",129,150000,"benzin","nein"
"16534",13999,"control","kleinwagen",2015,"manuell",68,20000,"cng","nein"
"16535",12499,"test","suv",2007,"manuell",150,125000,"diesel","nein"
"16536",15800,"control","kleinwagen",2013,"manuell",86,20000,"benzin","nein"
"16537",6000,"test","limousine",2006,"manuell",116,150000,"benzin","nein"
"16538",18990,"control","suv",2011,"automatik",197,70000,"diesel","nein"
"16539",3200,"control","kombi",2001,"automatik",116,150000,"benzin","nein"
"16540",13990,"control","cabrio",2011,"manuell",126,40000,"benzin","nein"
"16541",1200,"test","kleinwagen",2002,"automatik",70,150000,"diesel","ja"
"16542",7890,"test","kleinwagen",2013,"manuell",75,150000,"diesel","nein"
"16543",1500,"test","limousine",2001,"manuell",125,150000,"benzin","nein"
"16544",5900,"test","bus",2007,"manuell",105,150000,"diesel","nein"
"16545",8800,"control","limousine",2003,"manuell",163,40000,"benzin","nein"
"16546",5100,"test","kleinwagen",2003,"manuell",116,125000,"benzin","nein"
"16547",2999,"control","suv",2004,"manuell",145,150000,"benzin","nein"
"16548",4400,"test","bus",2006,"manuell",101,100000,"benzin","nein"
"16549",5500,"test","kombi",2005,"automatik",224,150000,"diesel","nein"
"16550",590,"test","bus",2001,"manuell",82,150000,"benzin","ja"
"16551",2950,"test","kombi",2003,"manuell",101,150000,"diesel","nein"
"16552",6700,"control","cabrio",2001,"manuell",231,150000,"benzin","nein"
"16553",1800,"control","kleinwagen",2004,"manuell",75,150000,"benzin","ja"
"16554",27000,"control","kombi",2012,"manuell",136,20000,"diesel","nein"
"16555",999,"control","kleinwagen",2000,"manuell",60,90000,"benzin","nein"
"16556",1500,"test","kleinwagen",2000,"manuell",58,100000,"benzin","nein"
"16557",4500,"test","cabrio",2000,"manuell",180,150000,"benzin","nein"
"16558",1400,"control","kombi",2000,"manuell",170,150000,"benzin","nein"
"16559",4149,"control","limousine",2006,"manuell",90,125000,"benzin","nein"
"16560",10000,"control","suv",2005,"automatik",340,150000,"benzin","nein"
"16561",3490,"test","cabrio",2005,"manuell",131,150000,"diesel","nein"
"16562",1500,"test","kleinwagen",2001,"automatik",61,150000,"diesel","nein"
"16563",1250,"test","limousine",2000,"manuell",105,150000,"benzin","nein"
"16564",3650,"control","kleinwagen",2007,"manuell",60,125000,"benzin","nein"
"16565",24800,"test","bus",2012,"automatik",163,70000,"diesel","nein"
"16566",2599,"control","kombi",2004,"manuell",101,150000,"diesel","nein"
"16567",8990,"test","limousine",2006,"manuell",163,150000,"diesel","nein"
"16568",1100,"control","kombi",2000,"manuell",105,150000,"benzin","ja"
"16569",3600,"control","kleinwagen",2009,"manuell",60,125000,"benzin","nein"
"16570",6500,"test","kombi",2011,"manuell",110,125000,"diesel","nein"
"16571",4500,"control","limousine",2007,"manuell",109,100000,"diesel","nein"
"16572",2250,"test","limousine",2001,"automatik",102,150000,"benzin","nein"
"16573",1750,"control","limousine",2001,"manuell",115,90000,"benzin","nein"
"16574",10999,"test","limousine",2009,"manuell",204,150000,"diesel","nein"
"16575",1399,"control","kleinwagen",2002,"manuell",64,150000,"benzin","nein"
"16576",7600,"control","kleinwagen",2011,"manuell",60,60000,"benzin","nein"
"16577",4200,"test","kleinwagen",2006,"manuell",68,90000,"diesel","nein"
"16578",9000,"control","kombi",2008,"automatik",197,150000,"diesel","nein"
"16579",6650,"test","kombi",2012,"manuell",105,150000,"diesel","nein"
"16580",2200,"test","cabrio",2008,"manuell",90,150000,"benzin","ja"
"16581",1350,"control","kombi",2003,"manuell",75,150000,"benzin","nein"
"16582",5000,"test","limousine",2006,"manuell",140,150000,"diesel","nein"
"16583",10999,"control","kombi",2012,"manuell",105,125000,"diesel","nein"
"16584",3350,"control","kleinwagen",2006,"manuell",60,100000,"benzin","nein"
"16585",2200,"test","limousine",2006,"manuell",136,150000,"diesel","ja"
"16586",4950,"test","kombi",2003,"automatik",170,150000,"diesel","nein"
"16587",13986,"control","cabrio",2001,"manuell",252,150000,"benzin","nein"
"16588",10450,"test","kleinwagen",2012,"manuell",75,30000,"benzin","nein"
"16589",2200,"test","limousine",2002,"manuell",90,150000,"diesel","nein"
"16590",950,"test","limousine",2000,"manuell",150,150000,"benzin","ja"
"16591",2500,"test","limousine",2001,"manuell",170,150000,"benzin","nein"
"16592",1300,"test","andere",2005,"manuell",68,125000,"diesel","ja"
"16593",1750,"control","kleinwagen",2005,"manuell",60,150000,"benzin","ja"
"16594",2550,"control","kleinwagen",2004,"automatik",6226,125000,"benzin","nein"
"16595",12450,"control","suv",2009,"manuell",136,100000,"diesel","nein"
"16596",5800,"control","limousine",2004,"manuell",143,150000,"benzin","ja"
"16597",5300,"control","bus",2008,"manuell",105,150000,"diesel","nein"
"16598",4900,"control","limousine",2002,"manuell",125,80000,"benzin","nein"
"16599",15900,"test","limousine",2009,"automatik",231,150000,"diesel","nein"
"16600",12400,"test","kombi",2008,"automatik",160,125000,"benzin","nein"
"16601",8999,"control","limousine",2004,"automatik",192,150000,"benzin","nein"
"16602",3900,"control","limousine",2006,"manuell",105,150000,"diesel","nein"
"16603",8000,"test","kleinwagen",2012,"manuell",86,50000,"benzin","nein"
"16604",3990,"control","limousine",2004,"manuell",95,150000,"benzin","nein"
"16605",2790,"control","limousine",2002,"manuell",131,150000,"diesel","nein"
"16606",1199,"test","kleinwagen",2000,"manuell",102,150000,"benzin","nein"
"16607",19700,"control","cabrio",2011,"manuell",218,100000,"benzin","nein"
"16608",8900,"test","limousine",2014,"manuell",105,40000,"diesel","nein"
"16609",12750,"test","kombi",2007,"automatik",272,150000,"benzin","nein"
"16610",950,"test","kleinwagen",2003,"manuell",75,150000,"benzin","nein"
"16611",7500,"test","limousine",2005,"automatik",232,150000,"diesel","nein"
"16612",14000,"test","suv",2010,"manuell",150,70000,"benzin","nein"
"16613",2000,"control","limousine",2005,"manuell",75,150000,"benzin","nein"
"16614",2398,"control","limousine",2002,"manuell",150,150000,"diesel","nein"
"16615",12995,"control","bus",2012,"manuell",101,90000,"diesel","nein"
"16616",15200,"test","kombi",2007,"manuell",231,90000,"diesel","nein"
"16617",1490,"test","bus",2003,"manuell",65,150000,"diesel","nein"
"16618",21499,"test","suv",2008,"automatik",240,150000,"diesel","nein"
"16619",550,"test","kleinwagen",2000,"manuell",101,150000,"benzin","ja"
"16620",4300,"test","limousine",2002,"manuell",170,150000,"benzin","nein"
"16621",5850,"test","limousine",2007,"manuell",116,150000,"diesel","nein"
"16622",3900,"control","kombi",2002,"manuell",131,150000,"diesel","nein"
"16623",9350,"test","bus",2012,"manuell",90,100000,"diesel","nein"
"16624",10990,"test","limousine",2010,"manuell",105,60000,"benzin","nein"
"16625",3000,"control","kombi",2007,"manuell",80,150000,"benzin","ja"
"16626",13950,"test","limousine",2008,"automatik",170,150000,"diesel","nein"
"16627",12489,"test","suv",2010,"manuell",170,100000,"benzin","nein"
"16628",3700,"control","kombi",2003,"automatik",170,150000,"diesel","nein"
