"","price","abtest","vehicleType","yearOfRegistration","gearbox","powerPS","kilometer","fuelType","notRepairedDamage"
"34459",9499,"test","limousine",2004,"manuell",218,150000,"diesel","nein"
"34460",8750,"control","kombi",2005,"automatik",231,150000,"diesel","nein"
"34461",2500,"test","limousine",2001,"manuell",140,150000,"benzin","nein"
"34462",6500,"control","suv",2008,"automatik",171,70000,"diesel","nein"
"34463",4900,"control","limousine",2003,"manuell",177,150000,"benzin","nein"
"34464",14200,"control","suv",2011,"manuell",111,90000,"diesel","nein"
"34465",4300,"control","limousine",2004,"manuell",90,150000,"diesel","nein"
"34466",5145,"control","limousine",2004,"manuell",163,100000,"benzin","nein"
"34467",6300,"test","kombi",2003,"manuell",116,80000,"diesel","nein"
"34468",1850,"test","kleinwagen",2006,"manuell",67,150000,"lpg","nein"
"34469",4399,"test","kleinwagen",2009,"automatik",71,60000,"benzin","nein"
"34470",7350,"test","limousine",2005,"automatik",140,150000,"diesel","nein"
"34471",17899,"test","coupe",2008,"automatik",286,150000,"diesel","ja"
"34472",12195,"control","kleinwagen",2015,"manuell",101,30000,"benzin","nein"
"34473",6666,"test","kleinwagen",2011,"manuell",86,60000,"benzin","nein"
"34474",1350,"control","kleinwagen",2001,"manuell",50,125000,"benzin","nein"
"34475",3600,"test","limousine",2006,"manuell",136,150000,"diesel","nein"
"34476",5400,"control","coupe",2000,"manuell",179,150000,"benzin","nein"
"34477",1690,"test","kleinwagen",2003,"manuell",58,125000,"benzin","nein"
"34478",2150,"control","limousine",2001,"manuell",163,150000,"diesel","nein"
"34479",31800,"control","limousine",2015,"automatik",190,10000,"diesel","nein"
"34480",3000,"control","coupe",2001,"automatik",218,150000,"benzin","nein"
"34481",999,"test","kleinwagen",2001,"automatik",41,150000,"diesel","nein"
"34482",1100,"control","kombi",2002,"manuell",120,150000,"benzin","nein"
"34483",19990,"test","bus",2007,"automatik",174,100000,"diesel","nein"
"34484",6800,"test","cabrio",2007,"automatik",45,80000,"diesel","nein"
"34485",7200,"control","kombi",2007,"automatik",140,150000,"diesel","nein"
"34486",1950,"control","kombi",2002,"manuell",125,150000,"benzin","nein"
"34487",1699,"control","kleinwagen",2001,"manuell",75,150000,"benzin","nein"
"34488",3500,"test","kleinwagen",2008,"manuell",68,90000,"benzin","nein"
"34489",8500,"control","bus",2003,"automatik",144,150000,"diesel","nein"
"34490",4999,"test","kombi",2011,"manuell",87,70000,"diesel","nein"
"34491",3200,"control","kleinwagen",2007,"manuell",60,150000,"benzin","nein"
"34492",6990,"control","limousine",2008,"manuell",102,125000,"benzin","nein"
"34493",4500,"test","suv",2000,"automatik",218,150000,"lpg","nein"
"34494",13000,"control","bus",2011,"manuell",105,80000,"benzin","nein"
"34495",4500,"control","bus",2006,"manuell",140,150000,"diesel","nein"
"34496",29900,"control","cabrio",2011,"automatik",231,90000,"diesel","nein"
"34497",10990,"control","cabrio",2006,"automatik",179,150000,"diesel","nein"
"34498",3700,"test","kombi",2002,"manuell",150,150000,"diesel","nein"
"34499",3999,"test","cabrio",2005,"automatik",82,150000,"benzin","nein"
"34500",9500,"test","suv",2009,"manuell",136,125000,"lpg","nein"
"34501",1200,"test","kombi",2004,"manuell",150,150000,"diesel","nein"
"34502",10999,"control","kombi",2005,"automatik",218,150000,"diesel","nein"
"34503",2890,"control","bus",2001,"manuell",116,150000,"diesel","nein"
"34504",17500,"test","bus",2010,"manuell",175,90000,"diesel","nein"
"34505",9950,"test","suv",2008,"manuell",140,150000,"diesel","nein"
"34506",30950,"test","bus",2008,"automatik",174,70000,"diesel","nein"
"34507",650,"control","kleinwagen",2002,"manuell",60,150000,"benzin","ja"
"34508",10300,"test","bus",2008,"manuell",109,100000,"cng","nein"
"34509",15900,"test","suv",2009,"manuell",150,60000,"benzin","nein"
"34510",1999,"test","kleinwagen",2000,"automatik",102,150000,"benzin","nein"
"34511",5900,"test","limousine",2003,"manuell",177,150000,"diesel","nein"
"34512",2450,"test","kleinwagen",2003,"manuell",54,150000,"benzin","nein"
"34513",2000,"test","kombi",2005,"manuell",150,150000,"diesel","nein"
"34514",1550,"test","limousine",2002,"manuell",75,150000,"benzin","nein"
"34515",10850,"test","kombi",2010,"manuell",140,125000,"diesel","nein"
"34516",1700,"test","limousine",2003,"manuell",84,150000,"benzin","ja"
"34517",5999,"control","kombi",2004,"automatik",129,125000,"benzin","nein"
"34518",19999,"control","suv",2013,"manuell",140,30000,"diesel","nein"
"34519",4100,"control","limousine",2003,"manuell",140,150000,"diesel","nein"
"34520",13000,"control","suv",2008,"automatik",224,150000,"diesel","nein"
"34521",8300,"control","limousine",2009,"manuell",143,80000,"benzin","nein"
"34522",10999,"test","cabrio",2004,"automatik",163,80000,"benzin","nein"
"34523",7600,"test","suv",2005,"manuell",174,150000,"diesel","nein"
"34524",10450,"test","kombi",2012,"automatik",140,150000,"diesel","nein"
"34525",3695,"test","limousine",2001,"manuell",105,125000,"benzin","nein"
"34526",9800,"control","kombi",2005,"automatik",150,150000,"diesel","nein"
"34527",1000,"control","kleinwagen",2000,"manuell",82,150000,"benzin","nein"
"34528",6490,"test","kleinwagen",2007,"manuell",95,150000,"benzin","nein"
"34529",7250,"control","kleinwagen",2014,"manuell",87,20000,"benzin","ja"
"34530",10199,"test","limousine",2008,"manuell",143,150000,"diesel","nein"
"34531",4900,"test","limousine",2008,"manuell",122,125000,"benzin","ja"
"34532",9950,"test","limousine",2009,"automatik",136,80000,"benzin","nein"
"34533",3500,"test","kombi",2004,"manuell",155,150000,"benzin","ja"
"34534",24500,"control","limousine",2009,"automatik",279,150000,"hybrid","nein"
"34535",950,"test","kleinwagen",2001,"manuell",60,150000,"benzin","nein"
"34536",2399,"test","limousine",2004,"manuell",95,80000,"benzin","nein"
"34537",7799,"control","limousine",2004,"automatik",122,150000,"diesel","nein"
"34538",4800,"control","limousine",2001,"manuell",143,150000,"diesel","nein"
"34539",16000,"control","limousine",2013,"manuell",140,50000,"benzin","nein"
"34540",1250,"control","kombi",2000,"manuell",131,150000,"benzin","nein"
"34541",15900,"control","suv",2006,"automatik",340,150000,"lpg","nein"
"34542",25900,"control","limousine",2015,"automatik",150,20000,"diesel","nein"
"34543",5499,"control","kleinwagen",2008,"manuell",69,70000,"benzin","nein"
"34544",4100,"control","kombi",2004,"automatik",163,150000,"diesel","nein"
"34545",4800,"test","bus",2005,"manuell",116,60000,"benzin","ja"
"34546",2070,"test","kleinwagen",2003,"manuell",75,125000,"benzin","nein"
"34547",1150,"test","bus",2002,"automatik",146,150000,"diesel","nein"
"34548",2990,"control","cabrio",2004,"manuell",125,150000,"benzin","nein"
"34549",6490,"test","kleinwagen",2008,"automatik",120,80000,"benzin","nein"
"34550",10350,"test","kombi",2009,"manuell",136,150000,"diesel","nein"
"34551",2999,"control","limousine",2000,"manuell",105,90000,"benzin","nein"
"34552",2000,"test","kombi",2000,"manuell",116,150000,"benzin","nein"
"34553",2590,"test","kleinwagen",2005,"manuell",69,100000,"benzin","nein"
"34554",22980,"control","limousine",2012,"manuell",184,30000,"benzin","nein"
"34555",1800,"test","kombi",2000,"manuell",116,150000,"benzin","nein"
"34556",6000,"control","bus",2012,"manuell",101,150000,"diesel","nein"
"34557",7900,"test","kleinwagen",2013,"manuell",69,30000,"benzin","nein"
"34558",2400,"control","kombi",2003,"automatik",155,150000,"benzin","nein"
"34559",6350,"control","kombi",2007,"manuell",209,150000,"benzin","ja"
"34560",11111,"control","kombi",2009,"automatik",143,150000,"diesel","nein"
"34561",5200,"control","suv",2006,"manuell",170,150000,"diesel","nein"
"34562",3699,"test","cabrio",2004,"automatik",61,90000,"benzin","nein"
"34563",11000,"test","limousine",2007,"automatik",334,125000,"benzin","nein"
"34564",2999,"control","kleinwagen",2001,"manuell",125,150000,"benzin","nein"
"34565",25000,"test","limousine",2015,"manuell",163,10000,"benzin","nein"
"34566",9490,"control","limousine",2009,"manuell",106,100000,"diesel","nein"
"34567",15980,"test","kombi",2011,"manuell",143,150000,"diesel","nein"
"34568",32900,"control","suv",2015,"automatik",177,30000,"diesel","nein"
"34569",51500,"control","suv",2015,"automatik",258,30000,"diesel","ja"
"34570",3300,"test","kombi",2008,"manuell",109,150000,"diesel","ja"
"34571",1490,"test","kombi",2000,"manuell",122,150000,"benzin","nein"
"34572",7700,"test","kleinwagen",2012,"manuell",86,40000,"benzin","nein"
"34573",4950,"control","coupe",2002,"manuell",170,150000,"benzin","nein"
"34574",20500,"control","suv",2008,"manuell",122,125000,"diesel","nein"
"34575",7990,"test","kombi",2005,"automatik",163,150000,"diesel","nein"
"34576",590,"test","kleinwagen",2001,"automatik",55,125000,"benzin","ja"
"34577",1990,"control","kombi",2003,"manuell",87,90000,"benzin","nein"
"34578",2990,"control","kleinwagen",2004,"manuell",75,150000,"diesel","nein"
"34579",33500,"control","kombi",2012,"automatik",204,100000,"diesel","nein"
"34580",10500,"control","coupe",2009,"manuell",140,150000,"diesel","nein"
"34581",16989,"control","limousine",2010,"automatik",177,150000,"diesel","nein"
"34582",9000,"control","kombi",2009,"automatik",190,150000,"diesel","nein"
"34583",7500,"test","kombi",2011,"manuell",90,100000,"diesel","nein"
"34584",2100,"test","kombi",2002,"automatik",155,150000,"diesel","nein"
"34585",28780,"control","kombi",2010,"manuell",245,40000,"benzin","nein"
"34586",9750,"control","kombi",2009,"manuell",143,150000,"diesel","nein"
"34587",5499,"test","kleinwagen",2011,"manuell",67,20000,"benzin","nein"
"34588",2100,"test","kleinwagen",2007,"manuell",67,125000,"benzin","nein"
"34589",18999,"test","suv",2008,"automatik",286,150000,"diesel","nein"
"34590",6999,"control","kleinwagen",2012,"automatik",71,30000,"benzin","nein"
"34591",54500,"test","suv",2013,"automatik",245,80000,"diesel","nein"
"34592",2350,"control","bus",2001,"manuell",101,150000,"benzin","nein"
"34593",26499,"test","limousine",2014,"automatik",280,30000,"benzin","nein"
"34594",17500,"test","kombi",2003,"automatik",450,150000,"benzin","nein"
"34595",1500,"control","bus",2000,"manuell",75,150000,"benzin","nein"
"34596",12700,"test","limousine",2009,"automatik",184,150000,"benzin","nein"
"34597",1250,"test","kleinwagen",2003,"manuell",82,70000,"benzin","nein"
"34598",13700,"control","limousine",2008,"automatik",250,150000,"benzin","nein"
"34599",2700,"control","cabrio",2005,"manuell",109,150000,"diesel","nein"
"34600",3500,"test","kleinwagen",2005,"manuell",75,150000,"benzin","nein"
"34601",1600,"test","kombi",2001,"manuell",101,150000,"benzin","nein"
"34602",12990,"control","limousine",2010,"manuell",170,125000,"benzin","nein"
"34603",10499,"control","bus",2010,"manuell",155,100000,"benzin","nein"
"34604",10400,"control","bus",2009,"automatik",150,100000,"diesel","ja"
"34605",1450,"control","kleinwagen",2003,"manuell",64,70000,"benzin","ja"
"34606",16786,"test","limousine",2009,"automatik",275,150000,"diesel","nein"
"34607",21500,"control","coupe",2008,"automatik",306,125000,"benzin","nein"
"34608",1700,"test","limousine",2001,"manuell",102,150000,"benzin","nein"
"34609",5300,"control","limousine",2005,"manuell",75,100000,"benzin","nein"
"34610",4000,"test","limousine",2004,"automatik",116,100000,"benzin","nein"
"34611",2500,"control","limousine",2001,"manuell",116,150000,"benzin","nein"
"34612",6000,"control","limousine",2004,"automatik",102,150000,"benzin","nein"
"34613",990,"control","kleinwagen",2002,"manuell",60,150000,"benzin","nein"
"34614",24000,"control","suv",2012,"manuell",170,50000,"diesel","nein"
"34615",17990,"test","kombi",2010,"manuell",184,80000,"diesel","nein"
"34616",22500,"test","cabrio",2006,"automatik",258,150000,"benzin","nein"
"34617",6599,"test","kombi",2004,"automatik",131,150000,"diesel","nein"
"34618",1900,"control","limousine",2001,"manuell",165,30000,"benzin","nein"
"34619",2799,"control","kleinwagen",2009,"manuell",77,100000,"benzin","nein"
"34620",20900,"test","kombi",2012,"manuell",177,150000,"diesel","nein"
"34621",6500,"control","limousine",2002,"automatik",396,150000,"lpg","nein"
"34622",1950,"control","kombi",2000,"manuell",99,125000,"benzin","nein"
"34623",5599,"control","kleinwagen",2008,"manuell",80,125000,"benzin","nein"
"34624",4900,"control","bus",2008,"manuell",109,150000,"diesel","nein"
"34625",1750,"test","kleinwagen",2007,"manuell",69,60000,"benzin","nein"
"34626",18999,"control","cabrio",2008,"manuell",197,150000,"diesel","nein"
"34627",8250,"control","limousine",2005,"manuell",122,150000,"diesel","nein"
"34628",2500,"test","kombi",2004,"manuell",131,150000,"diesel","nein"
"34629",3500,"test","coupe",2000,"manuell",170,150000,"benzin","nein"
"34630",4200,"test","kombi",2003,"manuell",116,150000,"benzin","nein"
"34631",1299,"test","kleinwagen",2002,"manuell",60,150000,"benzin","nein"
"34632",18000,"control","limousine",2010,"automatik",245,60000,"diesel","nein"
"34633",4500,"test","suv",2005,"manuell",145,125000,"benzin","nein"
"34634",2450,"control","kleinwagen",2003,"manuell",75,150000,"benzin","nein"
"34635",6200,"control","limousine",2004,"manuell",143,150000,"benzin","nein"
"34636",12500,"control","kombi",2011,"automatik",160,100000,"diesel","nein"
"34637",5600,"test","bus",2004,"manuell",105,150000,"diesel","nein"
"34638",4500,"test","limousine",2002,"automatik",192,150000,"benzin","nein"
"34639",4099,"test","cabrio",2004,"manuell",113,125000,"benzin","nein"
"34640",3990,"control","limousine",2003,"manuell",150,150000,"diesel","nein"
"34641",6900,"control","kombi",2007,"automatik",179,150000,"diesel","nein"
"34642",7999,"control","kleinwagen",2009,"manuell",125,80000,"benzin","nein"
"34643",5000,"control","kombi",2007,"manuell",105,150000,"diesel","nein"
"34644",15999,"control","suv",2012,"manuell",184,60000,"diesel","nein"
"34645",9990,"control","kleinwagen",2011,"manuell",75,30000,"benzin","nein"
"34646",3720,"control","kleinwagen",2008,"manuell",90,150000,"diesel","nein"
"34647",10000,"test","cabrio",2010,"manuell",143,150000,"benzin","nein"
"34648",22999,"control","bus",2013,"manuell",136,100000,"diesel","nein"
"34649",3450,"test","bus",2003,"manuell",125,150000,"diesel","nein"
"34650",4450,"control","limousine",2005,"manuell",170,150000,"benzin","nein"
"34651",1100,"control","kleinwagen",2003,"manuell",69,150000,"benzin","nein"
"34652",1990,"test","kleinwagen",2004,"manuell",69,90000,"benzin","nein"
"34653",12890,"control","cabrio",2005,"automatik",163,60000,"benzin","nein"
"34654",3399,"control","kombi",2005,"manuell",90,150000,"benzin","nein"
"34655",1300,"test","limousine",2002,"manuell",136,150000,"benzin","nein"
"34656",2490,"test","kleinwagen",2004,"manuell",65,80000,"benzin","nein"
"34657",5900,"control","kleinwagen",2010,"manuell",73,50000,"benzin","nein"
"34658",20500,"test","limousine",2010,"automatik",264,90000,"benzin","nein"
"34659",18500,"control","cabrio",2008,"automatik",200,90000,"benzin","nein"
"34660",27430,"control","limousine",2010,"automatik",326,90000,"diesel","nein"
"34661",12500,"control","limousine",2007,"manuell",143,150000,"diesel","nein"
"34662",16699,"test","limousine",2011,"manuell",184,150000,"diesel","nein"
"34663",2900,"control","kombi",2004,"manuell",90,150000,"diesel","ja"
"34664",750,"test","kombi",2000,"manuell",125,150000,"benzin","nein"
"34665",1000,"test","kombi",2001,"manuell",116,150000,"benzin","nein"
"34666",14999,"test","kombi",2008,"automatik",184,125000,"benzin","nein"
"34667",2750,"test","kombi",2006,"manuell",121,150000,"diesel","nein"
"34668",4900,"test","kombi",2003,"manuell",101,125000,"diesel","nein"
"34669",9750,"test","kombi",2005,"manuell",200,125000,"benzin","nein"
"34670",9900,"control","kleinwagen",2011,"manuell",184,70000,"benzin","nein"
"34671",1750,"control","kombi",2003,"manuell",101,150000,"benzin","nein"
"34672",8800,"control","kleinwagen",2010,"manuell",60,30000,"benzin","nein"
"34673",2200,"control","limousine",2001,"manuell",105,150000,"benzin","ja"
"34674",5500,"control","bus",2005,"manuell",165,150000,"benzin","nein"
"34675",2300,"test","bus",2004,"manuell",65,150000,"diesel","nein"
"34676",7400,"test","bus",2006,"manuell",101,150000,"diesel","nein"
"34677",2249,"test","limousine",2002,"manuell",64,150000,"benzin","nein"
"34678",13150,"control","limousine",2010,"automatik",197,150000,"diesel","nein"
"34679",2650,"test","kleinwagen",2007,"manuell",69,150000,"diesel","ja"
"34680",3250,"test","kleinwagen",2005,"manuell",87,125000,"benzin","nein"
"34681",1900,"test","bus",2010,"manuell",75,150000,"diesel","ja"
"34682",1500,"control","limousine",2002,"manuell",144,150000,"benzin","nein"
"34683",1500,"control","limousine",2002,"manuell",98,100000,"benzin","nein"
"34684",13900,"test","limousine",2011,"automatik",140,20000,"benzin","nein"
"34685",20499,"control","coupe",2008,"automatik",387,150000,"benzin","nein"
"34686",8000,"control","limousine",2010,"automatik",140,150000,"diesel","nein"
"34687",4950,"test","limousine",2006,"manuell",125,125000,"benzin","nein"
"34688",1100,"control","bus",2000,"automatik",136,150000,"benzin","ja"
"34689",3700,"control","bus",2005,"manuell",85,90000,"diesel","nein"
"34690",5600,"test","kleinwagen",2010,"automatik",91,30000,"benzin","nein"
"34691",700,"test","kleinwagen",2000,"manuell",58,150000,"benzin","nein"
"34692",2450,"test","limousine",2001,"manuell",75,150000,"benzin","nein"
"34693",2999,"test","kleinwagen",2005,"manuell",86,50000,"benzin","nein"
"34694",2999,"control","kleinwagen",2008,"manuell",69,150000,"diesel","ja"
"34695",15700,"test","bus",2011,"manuell",140,150000,"diesel","nein"
"34696",1800,"test","limousine",2004,"manuell",64,150000,"benzin","nein"
"34697",3550,"test","limousine",2001,"automatik",131,80000,"benzin","nein"
"34698",2250,"control","limousine",2001,"manuell",98,100000,"benzin","nein"
"34699",25999,"test","coupe",2014,"manuell",156,40000,"benzin","nein"
"34700",10450,"test","kombi",2009,"manuell",140,150000,"diesel","nein"
"34701",1200,"control","kleinwagen",2003,"automatik",61,150000,"benzin","nein"
"34702",23900,"control","limousine",2008,"automatik",235,80000,"diesel","nein"
"34703",2200,"test","kleinwagen",2004,"manuell",75,150000,"benzin","ja"
"34704",1390,"control","limousine",2003,"manuell",101,150000,"diesel","ja"
"34705",2999,"test","kombi",2000,"manuell",179,150000,"diesel","nein"
"34706",9600,"test","limousine",2008,"manuell",170,100000,"benzin","nein"
"34707",10000,"test","limousine",2009,"manuell",114,100000,"benzin","ja"
"34708",7500,"test","bus",2010,"manuell",105,150000,"diesel","nein"
"34709",2300,"test","kombi",2002,"manuell",109,150000,"benzin","nein"
"34710",6666,"control","limousine",2004,"manuell",116,90000,"benzin","nein"
"34711",600,"control","limousine",2001,"automatik",107,150000,"benzin","ja"
"34712",2400,"test","bus",2009,"manuell",170,150000,"diesel","ja"
"34713",9900,"test","kombi",2009,"manuell",140,70000,"benzin","nein"
"34714",8900,"control","bus",2011,"manuell",85,60000,"diesel","nein"
"34715",12500,"test","coupe",2007,"automatik",204,70000,"diesel","nein"
"34716",10700,"control","limousine",2010,"manuell",140,40000,"benzin","nein"
"34717",6000,"test","bus",2006,"manuell",69,125000,"diesel","nein"
"34718",20999,"control","kombi",2010,"automatik",272,90000,"benzin","nein"
"34719",1550,"test","kleinwagen",2000,"manuell",50,150000,"benzin","nein"
"34720",4300,"test","kombi",2008,"manuell",150,150000,"diesel","nein"
"34721",2950,"test","cabrio",2005,"automatik",61,70000,"benzin","nein"
"34722",2200,"control","limousine",2000,"manuell",118,150000,"benzin","nein"
"34723",3190,"control","kombi",2005,"manuell",105,150000,"benzin","nein"
"34724",11990,"control","limousine",2010,"manuell",122,100000,"benzin","nein"
"34725",3450,"test","kleinwagen",2005,"manuell",95,90000,"benzin","nein"
"34726",4200,"control","kombi",2006,"manuell",136,150000,"diesel","nein"
"34727",1299,"control","kleinwagen",2000,"manuell",50,100000,"benzin","nein"
"34728",1890,"test","limousine",2002,"manuell",95,100000,"benzin","nein"
"34729",11000,"test","limousine",2012,"manuell",95,40000,"benzin","nein"
"34730",2350,"test","kombi",2003,"manuell",136,150000,"diesel","ja"
"34731",990,"control","kleinwagen",2003,"manuell",75,150000,"benzin","nein"
"34732",5650,"control","kombi",2005,"automatik",272,150000,"diesel","ja"
"34733",650,"test","kleinwagen",2000,"manuell",75,150000,"benzin","nein"
"34734",9980,"control","kombi",2007,"manuell",116,150000,"diesel","nein"
"34735",28000,"test","cabrio",2011,"automatik",204,40000,"benzin","nein"
"34736",1350,"test","kombi",2000,"automatik",170,150000,"benzin","nein"
"34737",3499,"control","bus",2006,"manuell",106,150000,"diesel","nein"
"34738",18550,"control","cabrio",2011,"manuell",218,100000,"benzin","nein"
"34739",700,"test","kombi",2000,"manuell",109,150000,"diesel","nein"
"34740",5850,"test","limousine",2010,"manuell",122,100000,"benzin","ja"
"34741",14444,"test","limousine",2007,"automatik",234,150000,"diesel","nein"
"34742",3200,"control","cabrio",2001,"manuell",110,150000,"benzin","nein"
"34743",3300,"test","kombi",2000,"manuell",170,150000,"diesel","nein"
"34744",3700,"control","cabrio",2003,"manuell",109,125000,"benzin","nein"
"34745",22999,"test","bus",2015,"manuell",110,5000,"benzin","nein"
"34746",2299,"control","limousine",2005,"manuell",58,90000,"benzin","nein"
"34747",5555,"control","cabrio",2009,"automatik",45,125000,"diesel","nein"
"34748",2250,"test","kombi",2005,"manuell",116,150000,"benzin","nein"
"34749",6600,"control","kombi",2006,"manuell",163,150000,"diesel","nein"
"34750",9500,"control","bus",2007,"manuell",140,150000,"diesel","nein"
"34751",850,"test","kleinwagen",2001,"manuell",45,150000,"benzin","nein"
"34752",2550,"control","limousine",2000,"manuell",170,150000,"benzin","nein"
"34753",2799,"test","limousine",2003,"automatik",218,150000,"benzin","nein"
"34754",950,"control","kleinwagen",2000,"manuell",82,150000,"benzin","nein"
"34755",24980,"control","kombi",2012,"automatik",184,70000,"benzin","nein"
"34756",9800,"test","kombi",2012,"automatik",140,150000,"diesel","nein"
"34757",8549,"control","cabrio",2005,"manuell",163,150000,"benzin","nein"
"34758",7900,"control","limousine",2009,"manuell",80,80000,"benzin","nein"
"34759",2000,"control","bus",2008,"manuell",136,150000,"diesel","ja"
"34760",5800,"test","coupe",2000,"manuell",224,150000,"benzin","nein"
"34761",3000,"control","limousine",2000,"automatik",116,100000,"benzin","nein"
"34762",5950,"test","kleinwagen",2007,"manuell",80,150000,"benzin","nein"
"34763",4999,"test","limousine",2006,"manuell",105,150000,"benzin","nein"
"34764",6990,"test","limousine",2006,"manuell",105,100000,"diesel","nein"
"34765",2000,"control","bus",2001,"manuell",125,150000,"diesel","ja"
"34766",2500,"test","kombi",2004,"manuell",125,150000,"diesel","nein"
"34767",6790,"test","kombi",2004,"automatik",163,150000,"diesel","nein"
"34768",5400,"control","limousine",2005,"manuell",82,80000,"diesel","nein"
"34769",5600,"test","kombi",2011,"manuell",170,125000,"diesel","nein"
"34770",4800,"control","bus",2004,"manuell",136,150000,"diesel","nein"
"34771",3900,"control","kleinwagen",2008,"automatik",65,150000,"benzin","nein"
"34772",2950,"test","cabrio",2002,"manuell",109,150000,"benzin","nein"
"34773",4350,"control","limousine",2003,"manuell",143,150000,"diesel","nein"
"34774",19990,"control","suv",2013,"manuell",136,40000,"diesel","nein"
"34775",1500,"test","kombi",2001,"manuell",163,150000,"benzin","ja"
"34776",1999,"test","limousine",2004,"manuell",115,150000,"benzin","nein"
"34777",4900,"test","cabrio",2009,"automatik",71,125000,"benzin","nein"
"34778",4700,"test","limousine",2006,"manuell",90,150000,"diesel","nein"
"34779",5800,"control","kombi",2009,"manuell",88,100000,"benzin","nein"
"34780",16900,"control","bus",2012,"manuell",105,70000,"diesel","nein"
"34781",7000,"control","kombi",2008,"manuell",150,150000,"diesel","nein"
"34782",24900,"control","kombi",2013,"automatik",170,60000,"diesel","nein"
"34783",4250,"control","kleinwagen",2002,"manuell",90,125000,"benzin","nein"
"34784",29500,"test","limousine",2011,"manuell",170,50000,"diesel","nein"
"34785",2499,"control","limousine",2003,"manuell",75,150000,"benzin","nein"
"34786",21900,"test","suv",2013,"automatik",170,150000,"diesel","nein"
"34787",15500,"test","cabrio",2012,"manuell",105,40000,"diesel","nein"
"34788",11999,"test","limousine",2006,"automatik",200,125000,"benzin","nein"
"34789",21800,"control","kombi",2014,"manuell",184,90000,"diesel","nein"
"34790",3750,"test","kombi",2003,"manuell",116,150000,"benzin","nein"
"34791",37777,"test","limousine",2013,"automatik",245,70000,"diesel","nein"
"34792",1900,"control","kombi",2002,"manuell",116,150000,"benzin","nein"
"34793",11999,"control","kombi",2004,"automatik",333,150000,"lpg","nein"
"34794",18499,"test","kombi",2012,"manuell",170,70000,"diesel","nein"
"34795",10499,"test","limousine",2006,"manuell",129,150000,"benzin","nein"
"34796",999,"test","kleinwagen",2003,"manuell",70,150000,"diesel","nein"
"34797",1250,"control","kleinwagen",2000,"manuell",56,150000,"benzin","nein"
"34798",5900,"control","limousine",2006,"automatik",140,150000,"diesel","nein"
"34799",1280,"test","kombi",2000,"manuell",101,150000,"benzin","nein"
"34800",13000,"control","suv",2007,"automatik",224,150000,"diesel","nein"
"34801",2999,"test","limousine",2003,"manuell",131,150000,"benzin","nein"
"34802",6400,"test","kleinwagen",2009,"manuell",97,70000,"benzin","nein"
"34803",5750,"control","limousine",2006,"manuell",177,125000,"diesel","nein"
"34804",4500,"control","kombi",2006,"manuell",120,125000,"benzin","nein"
"34805",7950,"test","limousine",2004,"automatik",204,150000,"diesel","nein"
"34806",3999,"test","limousine",2005,"manuell",140,150000,"diesel","nein"
"34807",21750,"test","limousine",2013,"manuell",177,150000,"diesel","nein"
"34808",2300,"test","kleinwagen",2002,"automatik",61,80000,"benzin","nein"
"34809",699,"control","limousine",2001,"manuell",101,150000,"benzin","nein"
"34810",5950,"control","kleinwagen",2008,"manuell",80,100000,"benzin","nein"
"34811",29250,"test","suv",2010,"automatik",170,60000,"diesel","nein"
"34812",24500,"control","limousine",2009,"automatik",286,150000,"diesel","nein"
"34813",999,"control","bus",2004,"automatik",144,150000,"diesel","nein"
"34814",5499,"test","kombi",2005,"automatik",204,150000,"diesel","nein"
"34815",4000,"test","kombi",2005,"automatik",140,150000,"diesel","ja"
"34816",5790,"control","limousine",2013,"manuell",69,30000,"benzin","nein"
"34817",2990,"test","kleinwagen",2006,"manuell",58,125000,"benzin","nein"
"34818",2400,"test","kleinwagen",2002,"manuell",58,60000,"benzin","nein"
"34819",12000,"test","kleinwagen",2011,"manuell",110,70000,"diesel","nein"
"34820",2650,"test","limousine",2002,"manuell",90,150000,"diesel","nein"
"34821",10690,"test","kleinwagen",2012,"manuell",99,50000,"benzin","nein"
"34822",1400,"test","limousine",2003,"manuell",150,150000,"diesel","ja"
"34823",1750,"test","kleinwagen",2004,"manuell",69,150000,"benzin","nein"
"34824",6000,"control","kombi",2003,"automatik",204,150000,"diesel","nein"
"34825",3333,"test","limousine",2002,"manuell",75,125000,"benzin","nein"
"34826",6700,"control","kleinwagen",2012,"manuell",75,70000,"benzin","nein"
"34827",8850,"control","bus",2011,"manuell",90,70000,"diesel","nein"
"34828",29000,"test","coupe",2009,"automatik",277,100000,"benzin","nein"
"34829",1450,"test","kombi",2001,"manuell",101,150000,"diesel","nein"
"34830",6900,"control","limousine",2010,"manuell",80,90000,"benzin","nein"
"34831",3950,"test","bus",2005,"manuell",140,150000,"diesel","nein"
"34832",4500,"control","kleinwagen",2005,"manuell",101,150000,"benzin","nein"
"34833",7500,"control","limousine",2008,"manuell",80,150000,"benzin","nein"
"34834",12600,"test","suv",2011,"manuell",117,50000,"benzin","nein"
"34835",1200,"test","kleinwagen",2002,"manuell",58,150000,"benzin","nein"
"34836",6198,"test","limousine",2008,"manuell",143,150000,"diesel","nein"
"34837",4000,"control","kombi",2004,"manuell",163,150000,"benzin","nein"
"34838",1200,"control","kleinwagen",2003,"manuell",83,150000,"benzin","nein"
"34839",2700,"test","limousine",2001,"automatik",175,150000,"benzin","ja"
"34840",17500,"test","kombi",2013,"manuell",105,50000,"diesel","nein"
